"","ResidntCntry","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","Occupation","DurationYear","DurationMon","CommSize","MaritlStatus","NoOfSons","NoOfDghtrs","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcast","OtherProcast","DPMean","AIPMean","GPMean","SWLSMean","HDI","category"
"76","Australia",37.5,"Male","No Kids","deg","unemployed",10000,"",5,0,"Village","Married","0",0,4,4,5,5,5,1,1,2,2,3,3,5,3,2,4,4,1,4,1,3,4,2,5,4,4,4,4,4,4,2,3,3,2,5,4,5,2,1,5,4,4,4,4,4,2,"yes","yes",4.6,2.6,3.55,3.6,0.939,"High human development index"
"77","Australia",45,"Male","Yes Kids","high","full-time",150000,"",1,0,"Rural/Country","Married","1",2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,4,1,1,1,1,1,1,1,1,5,2,2,2,2,3,2,2,3,3,"yes","no",1.2,1,1.75,2.6,0.939,"High human development index"
"78","Australia",45,"Male","Yes Kids","high","full-time",45000,"",1,0,"Village","Divorced","4",1,2,3,2,2,2,1,3,5,4,4,4,3,4,1,4,3,4,3,4,4,4,2,3,1,4,3,4,2,3,3,3,4,2,4,4,5,3,4,3,3,2,4,3,1,2,"yes","yes",2.2,3.4,3.2,2.4,0.939,"High human development index"
"79","Australia",45,"Male","Yes Kids","ltuni","full-time",87500,"",0,0,"Village","Divorced","1",1,3,3,4,5,4,4,2,4,3,5,3,4,4,4,5,4,4,4,4,5,4,4,2,2,3,2,4,4,4,4,4,4,3,4,4,5,3,3,3,3,2,2,2,2,2,"yes","yes",3.8,3.93333333333333,3.45,2,0.939,"High human development index"
"80","Australia",28,"Female","No Kids","ltuni","full-time",55000,"",3,4,"Medium-Sized","Married","0",0,3,4,4,3,3,1,1,2,1,1,1,1,4,1,1,2,2,3,1,2,2,3,3,4,2,2,1,4,3,2,4,2,1,2,2,4,3,2,3,1,1,1,1,2,1,"yes","no",3.4,1.6,2.5,1.2,0.939,"High human development index"
"81","Australia",45,"Female","Yes Kids","lthigh","full-time",55000,"",1,0,"Medium-Sized","Married","1",1,5,4,3,2,3,4,1,4,4,4,3,3,2,2,5,4,2,4,4,5,5,1,2,1,5,3,5,3,4,5,3,5,4,3,5,5,4,5,5,4,4,3,4,3,2,"yes","yes",3.4,3.4,3.85,3.2,0.939,"High human development index"
"82","Australia",32.5,"Female","No Kids","ltuni","full-time",67500,"",6,1,"Village","Married","0",0,5,4,2,2,2,2,2,5,3,3,5,5,4,3,5,4,4,3,1,5,5,5,1,2,1,2,5,2,5,2,1,5,3,1,4,5,3,5,5,5,3,4,4,4,1,"yes","yes",3,3.6,3.35,3.2,0.939,"High human development index"
"83","Australia",37.5,"Male","Yes Kids","ltuni","part-time",45000,"",3,10,"Village","Married","1",3,4,4,3,3,2,2,3,4,4,4,5,3,5,3,4,3,2,3,3,4,5,3,4,2,4,3,5,4,5,3,2,4,3,4,5,5,2,4,4,5,1,2,1,2,1,"yes","yes",3.2,3.46666666666667,3.8,1.4,0.939,"High human development index"
"84","Australia",37.5,"Female","Yes Kids","deg","full-time",45000,"",1,0,"Large Town","Married","1",0,3,5,4,5,5,2,2,1,5,5,5,2,3,2,5,4,1,4,1,3,5,2,2,4,5,2,1,3,1,2,2,2,3,5,2,4,4,4,4,4,3,4,2,3,3,"yes","no",4.4,3,3.05,3,0.939,"High human development index"
"85","Australia",20,"Male","No Kids","deg","part-time",15000,"",4,7,"Rural/Country","Single","0",0,4,4,4,4,4,3,4,4,5,5,2,5,3,4,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,3,5,4,4,3,"yes","yes",4,4.2,4.05,3.8,0.939,"High human development index"
"86","Australia",32.5,"Female","No Kids","","full-time",67500,"",6,0,"Village","Married","0",0,2,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,1,3,3,1,1,1,3,3,1,1,1,5,5,5,5,4,"no","no",1.6,1.6,1.5,4.8,0.939,"High human development index"
"87","Australia",45,"Female","No Kids","lthigh","retired",NA,"",0,6,"Village","Married","0",0,3,3,4,3,2,1,1,4,1,2,1,1,4,1,1,1,1,3,1,2,3,3,2,3,3,3,3,4,3,2,5,3,3,3,3,4,3,4,3,4,4,4,2,4,3,"yes","no",3,1.66666666666667,3.2,3.4,0.939,"High human development index"
"88","Australia",45,"Female","Yes Kids","deg","part-time",87500,"",0,6,"Medium-Sized","Single","0",2,3,2,3,3,3,2,1,2,3,3,2,2,2,2,2,3,2,3,2,4,3,3,2,3,1,4,4,3,3,2,4,3,2,4,2,3,3,4,4,3,3,2,3,3,1,"yes","no",2.8,2.33333333333333,3,2.4,0.939,"High human development index"
"89","Australia",32.5,"Female","No Kids","ma","full-time",67500,"",10,9,"Small Town","Married","0",0,4,4,4,2,2,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,4,3,2,1,3,2,2,3,4,2,2,5,4,4,3,4,2,4,4,4,4,4,4,4,4,"yes","no",3.2,1.8,3.1,4,0.939,"High human development index"
"90","Australia",45,"Male","Yes Kids","phd","part-time",250000,"",9,0,"Village","Married","5",3,1,1,2,2,1,5,5,5,5,5,1,5,5,5,4,5,5,5,5,1,1,5,5,5,1,5,1,5,1,2,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,"no","no",1.4,4.4,3.8,5,0.939,"High human development index"
"91","Australia",28,"Female","No Kids","ltuni","full-time",55000,"",2,2,"Village","Single","0",0,4,4,4,5,5,2,4,3,5,4,5,5,4,5,5,3,5,4,5,5,5,4,4,5,4,5,4,4,4,4,5,3,1,3,4,4,4,5,5,4,1,2,2,1,2,"yes","yes",4.4,4.26666666666667,4.05,1.6,0.939,"High human development index"
"92","Australia",28,"Female","No Kids","ma","full-time",55000,"",1,0,"Village","Single","0",0,2,3,3,3,3,2,3,2,4,3,5,4,3,4,4,2,4,4,3,4,4,3,2,2,2,3,4,3,4,3,3,4,2,2,4,2,2,3,4,4,3,3,3,3,2,"yes","yes",2.8,3.4,3,2.8,0.939,"High human development index"
"93","Australia",55,"Female","No Kids","deg","full-time",15000,"",6,0,"Village","Single","0",0,3,1,2,2,1,2,1,2,1,2,3,3,2,1,3,3,1,4,1,2,3,1,1,1,3,1,3,2,3,1,2,3,2,3,3,2,2,3,3,2,5,5,5,5,5,"no","no",1.8,2.06666666666667,2.2,5,0.939,"High human development index"
"94","Australia",55,"Female","Yes Kids","dip","full-time",87500,"",14,0,"Village","Single","3",1,3,2,3,2,2,1,1,4,2,2,1,1,3,1,3,4,3,4,2,2,3,4,2,4,3,3,3,3,3,2,4,3,3,2,3,4,4,4,3,2,3,3,3,4,4,"yes","no",2.4,2.26666666666667,3.1,3.4,0.939,"High human development index"
"95","Australia",45,"Male","No Kids","ltuni","full-time",67500,"",1,0,"Village","Married","0",0,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,2,3,3,2,2,3,2,2,2,2,1,4,2,1,3,3,3,3,2,3,2,4,5,5,5,5,"yes","no",1.6,1.53333333333333,2.4,4.8,0.939,"High human development index"
"96","Australia",32.5,"Female","Yes Kids","dip","part-time",45000,"",10,0,"Large Town","Married","0",1,4,4,4,3,3,4,3,5,4,3,2,5,3,4,4,4,4,4,3,3,3,4,5,4,5,3,2,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,"yes","yes",3.6,3.66666666666667,3.7,2.8,0.939,"High human development index"
"97","Australia",24,"Female","No Kids","deg","full-time",45000,"",3,0,"Small Town","Single","0",0,3,4,4,4,4,1,2,4,3,3,2,4,2,1,2,3,2,5,1,2,3,4,3,2,5,2,3,4,4,4,4,4,1,4,2,5,4,3,4,4,2,2,2,2,2,"yes","yes",3.8,2.46666666666667,3.45,2,0.939,"High human development index"
"98","Australia",22,"Female","No Kids","ltuni","part-time",10000,"",1,0,"Small Town","Married","0",0,5,5,5,4,4,4,2,3,3,4,1,5,5,5,5,5,3,5,5,5,5,5,3,5,5,3,5,4,5,2,5,5,2,4,5,5,5,5,5,4,4,4,4,3,1,"yes","yes",4.6,4,4.35,3.2,0.939,"High human development index"
"99","Australia",37.5,"Female","Yes Kids","lthigh","part-time",35000,"",3,0,"Small Town","Married","0",2,3,4,4,3,3,2,1,1,1,3,5,1,2,2,3,3,1,2,1,3,3,1,1,1,5,1,3,2,3,1,1,3,1,2,3,4,3,3,4,2,4,4,4,4,2,"yes","no",3.4,2.06666666666667,2.35,3.6,0.939,"High human development index"
"100","Australia",24,"Female","No Kids","ltuni","student",15000,"",5,0,"Village","Single","0",0,4,4,3,3,3,4,4,5,4,4,2,5,5,4,4,3,4,4,3,5,3,2,5,5,5,4,4,3,5,4,4,5,3,4,4,4,4,5,5,5,1,2,1,1,1,"yes","yes",3.4,4,4.15,1.2,0.939,"High human development index"
"101","Australia",55,"Female","Yes Kids","deg","full-time",87500,"",5,0,"Village","Married","1",1,5,5,3,2,2,1,5,5,5,5,5,5,3,5,5,2,3,3,4,3,3,2,3,3,4,2,3,3,4,4,3,4,3,4,4,5,5,3,3,3,4,3,3,5,4,"yes","yes",3.4,3.93333333333333,3.4,3.8,0.939,"High human development index"
"102","Australia",28,"Female","No Kids","deg","full-time",87500,"",2,0,"Village","Married","0",0,2,2,2,2,2,1,1,4,2,2,3,2,3,2,3,4,2,3,1,2,3,1,3,2,5,2,2,2,3,2,3,3,5,4,3,3,3,3,4,4,5,5,5,5,4,"yes","yes",2,2.33333333333333,3,4.8,0.939,"High human development index"
"103","Australia",32.5,"Female","No Kids","ltuni","full-time",45000,"",1,9,"Village","Married","0",0,4,4,4,2,2,3,2,3,3,2,4,2,5,1,2,3,2,3,2,2,3,2,1,3,3,5,4,2,3,1,2,4,3,3,2,3,2,2,3,3,3,3,4,4,3,"yes","no",3.2,2.6,2.7,3.4,0.939,"High human development index"
"104","Australia",23,"Male","No Kids","dip","full-time",67500,"",5,5,"Medium-Sized","Single","0",0,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,4,2,2,2,2,1,"yes","yes",3.6,3.06666666666667,3.65,1.8,0.939,"High human development index"
"105","Australia",45,"Female","No Kids","deg","full-time",55000,"",14,0,"Village","Married","0",0,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,4,2,3,1,1,1,1,1,2,2,2,1,3,2,1,2,1,1,1,2,2,2,2,1,2,3,3,4,3,3,"no","no",1.6,1.53333333333333,1.6,3.2,0.939,"High human development index"
"106","Australia",37.5,"Female","Yes Kids","deg","part-time",67500,"",0,3,"Village","Married","1",0,2,3,2,2,2,1,1,4,3,2,2,2,2,2,3,3,2,3,1,2,3,2,2,3,3,2,1,2,3,3,4,3,4,3,3,4,2,4,2,3,3,3,3,4,3,"yes","no",2.2,2.2,2.8,3.2,0.939,"High human development index"
"107","Australia",37.5,"Male","Yes Kids","ma","full-time",150000,"",14,0,"Village","Divorced","1",1,2,5,3,3,3,3,2,5,4,4,3,5,4,3,3,4,3,3,4,5,5,3,5,4,3,2,4,3,4,4,3,4,4,4,3,5,3,3,5,4,3,3,3,3,2,"yes","yes",3.2,3.66666666666667,3.75,2.8,0.939,"High human development index"
"108","Australia",37.5,"Male","Yes Kids","ltuni","full-time",NA,"",12,0,"Small Town","Separated","0",1,4,3,3,3,3,4,3,3,2,3,3,4,3,2,2,4,3,3,2,4,3,3,4,2,3,4,3,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,2,"yes","yes",3.2,3,3.35,2.8,0.939,"High human development index"
"109","Australia",22,"Female","No Kids","deg","full-time",35000,"",0,6,"Village","Single","0",0,4,2,4,3,3,1,2,2,4,3,4,3,4,3,5,2,3,3,2,2,3,3,2,3,2,2,3,3,3,3,4,3,1,2,4,3,4,4,3,3,4,4,4,4,3,"yes","yes",3.2,2.86666666666667,2.9,3.8,0.939,"High human development index"
"110","Austria",55,"Female","No Kids","ltuni","full-time",35000,"language trainer",14,0,"Large Town","Married","0",0,5,5,4,4,4,3,1,1,2,4,4,5,4,5,5,1,3,2,2,5,5,5,3,3,4,2,5,3,5,2,4,4,3,4,4,4,3,3,5,4,3,4,4,4,2,"yes","yes",4.4,3.13333333333333,3.75,3.4,0.893,"Medium-high human development index"
"111","Austria",32.5,"Male","No Kids","deg","part-time",35000,"Editor",0,2,"Medium-Sized","Married","0",0,4,4,4,3,3,1,2,2,3,2,4,4,4,2,2,4,3,3,2,3,4,3,4,4,2,3,2,4,4,3,4,5,2,2,4,4,3,3,3,2,3,3,2,3,2,"yes","yes",3.6,2.73333333333333,3.25,2.6,0.893,"Medium-high human development index"
"112","Austria",37.5,"Female","No Kids","ltuni","part-time",15000,"",10,0,"Village","Married","0",0,4,4,5,4,4,3,3,5,4,5,2,5,5,5,5,5,3,5,4,4,5,5,4,4,2,3,4,5,5,3,5,5,4,4,5,4,4,5,5,5,2,2,2,2,1,"yes","yes",4.2,4.2,4.3,1.8,0.893,"Medium-high human development index"
"113","Bahamas",16.5,"Male","No Kids","phd","student",250000,"Professional Soccer Player",1,2,"Village","Married","0",0,1,4,2,5,4,3,3,3,2,5,2,2,2,3,1,5,4,3,4,5,4,3,4,5,2,3,4,1,4,3,4,1,4,2,3,5,1,4,3,2,5,3,2,3,5,"yes","yes",3.2,3.13333333333333,3.1,3.6,0.792,"Medium-high human development index"
"114","Bahamas",55,"Female","No Kids","ma","full-time",67500,"manager",2,0,"Medium-Sized","Single","0",0,4,4,3,3,3,4,2,3,3,3,3,3,4,3,3,2,2,3,3,4,4,4,4,3,3,4,4,3,4,2,4,4,3,4,3,4,4,4,3,4,2,3,2,2,1,"yes","yes",3.4,3,3.6,2,0.792,"Medium-high human development index"
"115","Bahamas",16.5,"Male","Yes Kids","lthigh","student",45000,"fdsdf",14,1,"Village","Divorced","1",0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,4,2,2,4,2,4,4,4,2,2,4,2,4,2,2,2,2,2,"yes","no",3,3.13333333333333,3,2,0.792,"Medium-high human development index"
"116","Barbados",23,"Female","No Kids","deg","student",NA,"0",3,0,"Small Town","Single","0",0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,"no","no",1.6,1.8,1.9,2,0.795,"Medium-high human development index"
"117","Belgium",28,"Female","Yes Kids","ma","student",NA,"please specify",4,0,"Village","Married","0",0,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,2,2,2,3,1,"yes","yes",5,4.6,4.5,2,0.896,"Medium-high human development index"
"118","Belgium",22,"Female","No Kids","deg","part-time",67500,"0",2,3,"Small Town","Single","0",0,3,3,2,2,3,3,4,2,3,3,3,3,2,3,2,4,4,5,3,4,3,2,3,1,4,3,3,3,3,3,3,3,3,2,2,2,3,3,4,2,3,4,3,3,3,"yes","",2.6,3.2,2.75,3.2,0.896,"Medium-high human development index"
"119","Belgium",22,"Female","Yes Kids","high","part-time",25000,"manager",5,3,"Small Town","Divorced","3",2,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,3,4,4,"no","yes",5,3.13333333333333,3,4.2,0.896,"Medium-high human development index"
"120","Belgium",45,"Male","No Kids","ma","unemployed",55000,"0",3,0,"Large-City","Divorced","0",0,4,3,2,2,2,3,2,3,3,4,4,4,3,3,2,2,2,4,2,4,4,4,3,5,4,2,4,4,4,4,3,4,3,3,4,4,3,5,4,4,1,1,1,1,1,"yes","no",2.6,3,3.75,1,0.896,"Medium-high human development index"
"121","Belgium",55,"Female","Yes Kids","deg","full-time",87500,"0",17,5,"","Separated","0",2,4,3,3,2,3,1,3,3,4,4,4,4,5,3,3,3,4,3,4,4,4,4,3,1,3,4,3,2,4,4,4,4,2,3,4,3,3,3,4,3,3,2,2,2,1,"yes","yes",3,3.46666666666667,3.25,2,0.896,"Medium-high human development index"
"122","Belgium",45,"Male","Yes Kids","ma","full-time",250000,"",14,0,"Village","Married","0",2,4,4,4,2,1,1,1,4,2,1,1,2,2,1,2,5,2,5,1,4,4,5,3,1,4,4,4,4,2,1,4,4,1,1,2,2,1,3,3,2,3,5,3,5,3,"yes","no",3,2.26666666666667,2.75,3.8,0.896,"Medium-high human development index"
"123","Belgium",28,"Male","No Kids","ma","student",15000,"",1,0,"Small Town","Single","0",0,4,4,4,3,3,2,2,2,4,4,5,4,4,3,4,3,3,4,2,4,2,4,3,5,4,2,4,3,4,4,3,4,3,3,4,4,4,4,4,4,2,3,3,3,2,"yes","yes",3.6,3.33333333333333,3.6,2.6,0.896,"Medium-high human development index"
"124","Belgium",28,"Male","No Kids","deg","full-time",25000,"",3,0,"Small Town","Married","0",0,5,4,3,2,2,1,2,5,3,4,5,2,4,2,2,5,2,5,2,3,4,1,4,4,2,5,1,4,3,1,4,4,1,4,4,3,2,4,4,4,3,3,3,3,3,"yes","no",3.2,3.13333333333333,3.15,3,0.896,"Medium-high human development index"
"125","Bolivia",45,"Male","Yes Kids","deg","part-time",35000,"",1,0,"Village","Married","1",1,3,4,3,3,3,3,1,4,3,3,4,3,3,3,3,4,2,2,2,4,4,2,2,2,2,2,4,2,4,2,3,4,2,2,3,4,3,3,4,4,3,4,4,4,3,"yes","yes",3.2,2.93333333333333,2.9,3.6,0.674,"Medium human development index"
"126","Botswana",37.5,"Female","No Kids","deg","student",10000,"please specify",3,1,"Village","Widowed","0",0,1,1,1,2,2,3,3,3,2,2,3,4,3,2,3,5,3,4,3,2,3,2,1,4,4,1,2,4,3,4,5,2,5,4,5,3,2,3,2,2,1,2,2,2,2,"yes","no",1.4,3,3.05,1.8,0.698,"Medium human development index"
"127","Brazil",28,"Male","No Kids","deg","full-time",25000,"0",6,0,"Large-City","Single","0",0,2,4,2,2,2,2,1,3,2,3,4,3,3,4,2,1,1,2,5,3,3,3,3,4,3,3,3,2,4,1,3,4,2,4,3,1,2,3,2,2,4,5,4,4,4,"yes","no",2.4,2.6,2.75,4.2,0.754,"Medium-high human development index"
"128","Brazil",37.5,"Male","Yes Kids","phd","full-time",150000,"engineer",8,0,"Medium-Sized","Married","1",0,4,3,3,3,2,2,2,4,2,3,3,2,4,2,4,4,2,4,1,4,4,2,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,"yes","yes",3,2.86666666666667,3.55,3,0.754,"Medium-high human development index"
"129","Brazil",28,"Male","No Kids","phd","student",15000,"please specify",0,1,"","Married","0",0,5,5,5,5,5,2,2,1,4,5,3,5,5,5,5,4,3,5,2,4,5,5,5,5,5,4,5,5,5,4,2,5,3,4,5,5,5,5,5,5,1,1,1,2,1,"yes","yes",5,3.66666666666667,4.6,1.2,0.754,"Medium-high human development index"
"130","Brazil",23,"Male","No Kids","ltuni","student",NA,"0",0,0,"Large-City","Single","0",0,4,5,4,4,4,1,2,5,3,4,5,3,3,2,5,2,1,4,1,3,2,2,2,5,3,2,4,4,4,2,4,4,1,3,4,4,5,4,5,4,3,5,4,3,2,"yes","yes",4.2,2.93333333333333,3.4,3.4,0.754,"Medium-high human development index"
"131","Brazil",55,"Female","No Kids","deg","full-time",10000,"Musician",23,0,"Large-City","Single","0",0,5,4,1,2,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,3,4,1,1,3,1,4,4,5,5,1,3,1,3,2,"yes","no",2.8,1.4,2.6,2,0.754,"Medium-high human development index"
"132","Brazil",37.5,"Female","Yes Kids","deg","full-time",55000,"0",1,0,"Large-City","Married","0",1,3,2,3,1,1,1,1,5,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,4,2,2,1,2,3,2,3,2,1,3,3,4,4,2,2,1,5,5,4,5,5,"no","no",2,1.46666666666667,2.4,4.8,0.754,"Medium-high human development index"
"133","Brazil",45,"Male","Yes Kids","phd","full-time",45000,"college professor",3,0,"Large-City","Married","0",1,5,5,5,4,4,1,2,2,5,5,5,3,4,3,5,3,1,3,2,4,4,3,4,5,5,3,5,4,5,2,4,5,2,2,4,4,3,1,5,3,3,3,3,4,3,"yes","yes",4.6,3.2,3.65,3.2,0.754,"Medium-high human development index"
"134","Brazil",20,"Female","No Kids","ltuni","student",10000,"0",0,0,"Large-City","Single","0",0,4,2,5,4,4,4,4,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,2,5,3,5,5,5,5,5,5,4,4,5,5,5,5,1,5,3,5,3,2,4,"yes","yes",3.8,4.4,4.4,3.4,0.754,"Medium-high human development index"
"135","Brazil",67.5,"Male","No Kids","ma","retired",10000,"retired",23,0,"Small Town","Divorced","0",0,3,3,3,2,2,1,1,5,4,2,4,2,3,2,2,2,2,1,2,2,3,1,1,1,1,1,2,3,2,1,4,4,1,3,4,3,2,4,3,4,4,4,4,4,2,"yes","no",2.6,2.33333333333333,2.4,3.6,0.754,"Medium-high human development index"
"136","Brazil",45,"Female","No Kids","dip","full-time",15000,"Journalist",7,0,"Large-City","Single","0",0,4,5,5,4,4,2,5,5,5,4,1,4,5,4,5,4,5,5,5,5,4,2,5,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,4,2,2,2,3,2,"yes","yes",4.4,4.26666666666667,4.2,2.2,0.754,"Medium-high human development index"
"137","Brazil",25,"Male","No Kids","deg","full-time",67500,"System Analyst",4,0,"Large-City","Single","0",0,4,3,3,3,3,1,3,4,4,3,4,3,3,3,3,2,3,3,2,3,4,2,3,1,2,2,3,4,4,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,4,"yes","yes",3.2,2.93333333333333,3,3.8,0.754,"Medium-high human development index"
"138","Brazil",45,"Female","Yes Kids","deg","full-time",15000,"Translator",10,10,"Large-City","Married","1",1,5,5,4,3,3,2,3,3,3,3,4,2,4,3,4,5,3,3,2,3,4,3,3,5,3,3,3,4,5,3,4,5,3,4,4,4,3,4,3,3,2,3,2,3,4,"yes","",4,3.13333333333333,3.65,2.8,0.754,"Medium-high human development index"
"139","Brazil",28,"Male","No Kids","high","part-time",10000,"trainee",0,5,"Large-City","Married","0",0,2,2,3,3,3,1,1,1,2,1,2,2,3,2,2,1,1,3,1,2,3,1,4,3,1,5,1,1,3,2,5,2,1,1,2,2,2,1,3,2,3,3,4,3,1,"yes","no",2.6,1.66666666666667,2.25,2.8,0.754,"Medium-high human development index"
"140","Brazil",28,"Male","No Kids","ltuni","full-time",45000,"Web Designer",8,7,"Large-City","Single","0",0,4,4,5,5,5,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,1,2,3,3,1,"yes","yes",4.6,4.26666666666667,4.35,2,0.754,"Medium-high human development index"
"141","Brazil",24,"Male","No Kids","dip","unemployed",10000,"0",0,0,"Large-City","Single","0",0,5,5,2,1,2,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,1,2,2,2,1,"yes","no",3,2.93333333333333,3.65,1.6,0.754,"Medium-high human development index"
"142","Brazil",22,"Male","No Kids","ltuni","student",150000,"",3,0,"Village","Single","0",0,5,5,2,2,2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,1,4,1,1,1,"yes","yes",3.2,4,3.8,1.6,0.754,"Medium-high human development index"
"143","Brazil",23,"Male","No Kids","ltuni","part-time",10000,"",0,1,"Small Town","Single","0",0,4,4,3,4,2,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,2,1,2,2,2,"yes","yes",3.4,3.53333333333333,3.15,1.8,0.754,"Medium-high human development index"
"144","Brazil",37.5,"Male","No Kids","ma","full-time",87500,"",12,6,"Village","Single","0",0,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,1,2,1,4,3,"yes","yes",5,4.6,4.45,2.2,0.754,"Medium-high human development index"
"145","Brazil",45,"Male","No Kids","deg","full-time",45000,"",10,0,"Village","Married","0",0,3,4,3,3,3,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,1,"yes","yes",3.2,4.33333333333333,3.95,2.2,0.754,"Medium-high human development index"
"146","Brunei",80,"Female","Yes Kids","phd","full-time",250000,"ouh",30,11,"Large-City","Separated","10",10,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,"yes","yes",5,3.13333333333333,3,5,0.865,"Medium-high human development index"
"147","Bulgaria",28,"Female","No Kids","ltuni","unemployed",10000,"",0,0,"Village","Married","0",0,5,5,5,5,4,1,1,3,1,5,5,5,4,5,5,5,3,2,1,2,5,3,4,3,4,2,5,4,5,5,1,5,3,3,5,2,5,5,5,5,1,1,1,1,1,"yes","yes",4.8,3.2,3.95,1,0.794,"Medium-high human development index"
"148","Canada",21,"Female","No Kids","ltuni","student",10000,"please specify",3,6,"Large-City","Divorced","0",0,3,3,2,2,2,1,2,2,3,3,4,4,4,4,4,5,4,4,3,4,4,2,3,4,3,2,3,3,4,4,4,4,1,2,4,4,3,4,5,4,3,4,3,3,3,"yes","yes",2.4,3.4,3.35,3.2,0.92,"High human development index"
"149","Canada",28,"Male","No Kids","deg","full-time",35000,"Editor",2,0,"Small City","Single","0",0,3,1,2,1,1,2,2,5,3,1,4,3,2,1,2,5,2,2,2,2,2,1,3,5,1,2,3,2,3,1,4,3,4,3,3,5,4,2,3,3,3,5,3,3,1,"yes","yes",1.6,2.53333333333333,2.85,3,0.92,"High human development index"
"150","Canada",25,"Female","No Kids","ltuni","student",10000,"Clutter clearer,  video editor, caterer",1,0,"Large-City","Single","0",0,2,1,1,1,1,1,1,5,1,2,3,2,4,3,4,2,2,2,2,1,3,2,4,2,3,4,3,2,3,1,5,4,2,4,5,4,3,2,3,3,4,3,4,4,4,"yes","no",1.2,2.33333333333333,3.1,3.8,0.92,"High human development index"
"151","Canada",32.5,"Female","No Kids","deg","full-time",45000,"Business Owner",2,0,"Medium-Sized","Married","0",0,3,3,2,2,2,2,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,3,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,"yes","no",2.4,4.6,4.7,3.8,0.92,"High human development index"
"152","Canada",28,"Female","No Kids","deg","part-time",45000,"writer",6,0,"Large-City","Married","0",0,2,3,2,2,2,1,2,3,3,3,3,2,3,2,2,3,3,3,2,3,4,1,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,4,3,3,3,4,3,3,3,"yes","no",2.2,2.53333333333333,2.55,3.2,0.92,"High human development index"
